ID,Post,Label
2866,Can Farmers Sue Monsanto Over Invasive GMO Crops?,Mixture
2867,Ted Cruz: I Will Endorse Donald Trump for President If He Makes Masturbation Illegal,FALSE
2868,"In Case of Intruder, Should You Ask 911 for a Pizza?",FALSE
2869,Sarah Furay Let Off Drug Charges Due to DEA Father?,Mixture
2870,Tim Kaine Yells at His Daughter,FALSE
2871,Did Fox News Correlate Stock Market Performance with the Deaths of Black Men?,TRUE
2872,Obama Left-Handed Salute?,FALSE
2873,Dragon Skeleton Discovered in Iceland?,FALSE
2874,Are Johnny Bravo and Powerpuff Girls Films on the Way?,FALSE
2875,"Did Trump Golf, Hold Rallies After Learning About COVID-19 Threat?",TRUE
2876,Was an Alabama Man Caught Having Sex with a Pig in a Walmart Bathroom?,FALSE
2877,Did Fukushima Officials Warn that Humans Should Never Eat Fish Again?,FALSE
2878,How to Survive a Heart Attack When Alone,Mixture
2879,Letter Exchange Between Law Firm and Cleveland Browns,TRUE
2880,Ford Motors Funds Black Lives Matter,FALSE
2881,Justin Trudeau to Pardon All Prisoners Convicted of a Marijuana Offence,FALSE
2882,Was a Navy Reservist Discharged for Protesting the National Anthem?,Mixture
2883,Did Asheville Police Destroy a Medic Tent Made for Protesters?,TRUE
2884,President Obama Takes a Knee During National Anthem,FALSE
2885,Does This Photo Show Buses Purchased by BLM?,FALSE
2886,Did Scientists Conclude Asymptomatic COVID Patients Can't Spread Virus?,FALSE
2887,Could the 2020 U.S. Presidential Election Be Postponed?,Mixture
2888,Is Gasoline Cheaper Under President Obama?,Mixture
2889,Can You Get a Free Coronavirus Test by Donating Blood?,Mixture
2890,Did Donald Trump Meet with an Anti-Gay Hate Group Shunned by Other Candidates?,Mixture
2891,Michelle Obama Stole Her Speech from Melania Trump,FALSE
2892,President Obama with ISIS Leader Abu Bakr al-Baghdadi,FALSE
2893,Did John Kerry Hide His Connection to an Iranian Official with Whom He Negotiated a Nuclear Deal?,FALSE
2894,Has ISIS Issued a Fatwa to Kill Puppies?,FALSE
2895,UN Demands U.S. Pay Reparations for Slavery,Mixture
2896,Hillary Clinton and #DraftOurDaughters,FALSE
2897,Are These Rainbow Mountains Real?,FALSE
2898,Was Op-Ed by Hitler Published by New York Times in 1941?,Mixture
2899,Is This Video of a Riot at the Mall of America?,FALSE
2900,Tom Hanks Wears Political T-Shirt?,FALSE
2901,Did Trump Say Crashing the Economy Would Get People Back to Work?,TRUE
2902,Does U.S. Law Require Alcohol to Be Radioactive?,FALSE
2903,Can Drinking Cocktails From a Copper Mug Cause Poisoning?,Mixture
2904,Denzel Washington Switches to Trump,FALSE
2905,Democrat Principal Defecates In Front Of Students During Pledge Of Allegiance?,FALSE
2906,New Federal Gun Law Prevents Open Carry in All 50 States,FALSE
2907,Could Polar Bears Be Extinct by 2100?,Mixture
2908,Was a Transgender Woman Convicted of Sexually Assaulting a Young Girl in a Bathroom?,Mixture
2909,Did Antifa Announce a Plan to Protest the Sturgis Motorcycle Rally in 2018?,FALSE
2910,White House Cancels All Obama Appearances at Hillary Campaign Events,FALSE
2911,"Is China Seeking Approval to Kill 20,000 Coronavirus Patients?",FALSE
2912,Trump Claims America Should Never Have Given Canada Its Independence,FALSE
2913,Wisconsin Transgender Students Forced to Wear Green Bracelets?,Mixture
2914,Did John Kerry Hide His Connection to an Iranian Official with Whom He Negotiated a Nuclear Deal?,FALSE
2915,Would You Have Invested?,TRUE
2916,Did Nobel Laureate Tasuku Honjo Say COVID-19 Was 'Man-Made'?,FALSE
2917,Did Mariah Carey Cover a Dead Kennedys Song to Support Antifa?,FALSE
2918,Is Trump Admin Seizing COVID-19 Protective Equipment from States?,Mixture
2919,Is Fox News Host Tucker Carlson in Critical Condition After Head-On Collision?,FALSE
2920,Letter from a Death Row Inmate,Mixture
2921,Did Calif. Announce It Will Pay Undocumented Residents COVID-19 Stimulus While Laying Off First Responders?,Mixture
2922,Did John F. Kennedy Predict His Own Assassination?,Mixture
2923,John Kerry Suggests Media Cover Terrorism Less,TRUE
2924,Is the White House Gift Shop Selling Coronavirus Commemorative Coins?,Mixture
2925,Did Hitler Defund and Eliminate Police Departments?,FALSE
2926,Do Plainclothes NYPD Officers Wear Colored Arm Bands?,TRUE
2927,Did Gov. Andrew Cuomo Say It Was 'Bad News' Pfizer Vaccine Progress Came Under Trump?,Mixture
2928,Will Tonight Be the Darkest Night in 500 Years?,FALSE
2929,Freshwater Snark,FALSE
2930,Did CNN Stage a Hurricane Harvey Rescue Video?,FALSE
2931,IKEA Is Selling a Swastika-Shaped Table,FALSE
2932,Mike Pence Tried to Jail Same-Sex Couples for Seeking Marriage Licenses?,Mixture
2933,Anti-Trump Protesters Destroy America,FALSE
2934,Did a Trump Campaign Web Site URL Reveal a Contempt for the Poor?,FALSE
2935,What If Only Taxpayers Voted?,FALSE
2936,"Creepy Clown Arrested After Haunted House Massacre, 18 People Dead?",FALSE
2937,Did Abraham Lincoln Meet Edgar Allan Poe?,FALSE
2938,The Great Pacific Garbage Patch,FALSE
2939,Did Bill Gates Tell George Magazine That an 'Over-Populated Planet' Would Fall to a 'Lung-Attacking Virus'?,FALSE
2940,Coins in Car Door Theft Warning,FALSE
2941,Can Hurricane Victims Delay Their Mortgage Payments?,TRUE
2942,Did a Grandmother with AK-47 Save Cops Being Attacked by a Street Gang?,FALSE
2943,Does Daniel Radcliffe Have Coronavirus?,FALSE
2944,Will Fine Steel Wool Ignite From an Incoming iPhone Call?,FALSE
2945,Did a 1940s U.S. War Department Film Compare Anti-Minority Hate Speech to Nazi Propaganda?,TRUE
2946,Will All Child Support in the U.S. End on June 11th 2018?,FALSE
2947,Intelligence Is Inherited Only from Your Mother?,Mixture
2948,Bill and Melinda Gates Are Giving Away Free College Textbooks?,Mixture
2949,Hillary Clinton Used a Teleprompter During the Presidential Debate?,FALSE
2950,Trump Supporters Beat Gay Man in California?,Mixture
2951,The Origins of 420,TRUE
2952,LSD Tattoos,FALSE
2953,Graham Says Christians Must Support Trump or Face Death Camps,FALSE
2954,Are Police in Sweden No Longer Investigating Rapes Since Migrants Arrived?,Mixture
2955,Should You Avoid Getting a Flu Shot?,FALSE
2956,Three Times a Liar?,FALSE
2957,France Announces It Will Use Guillotines on Terrorists,FALSE
2958,Muslims Stealing Propane at Home Depot?,FALSE
2959,Is This a Real Anarchist Recruitment Flyer?,FALSE
2960,Will Gargling with Salt Water or Vinegar 'Eliminate' the COVID-19 Coronavirus?,FALSE
2961,Was Coronavirus Predicted in a 1981 Dean Koontz Novel?,Mixture
2962,Donald Trump Divorced Ivana Because Her Breast Implants Felt Wrong?,Mixture
2963,Did Golfer Bubba Watson Write an Anti-BLM Facebook Post?,FALSE
2964,Did Facebook Rule That Military Emblems Are Not Appropriate?,FALSE
2965,Did a North Carolina Town Reject Solar Panels?,Mixture
2966,Did US 'Refuse' COVID-19 Testing Kits from the World Health Organization?,Mixture
2967,Obama Cuts Military Pay 3rd Year in a Row?,Mixture
2968,Does the U.S. Have the Third-Highest Rate of Homicides Worldwide?,Mixture
2969,Federal Judge Orders Chris Tomlin to Stop Adding Choruses to Perfectly Good Hymns?,FALSE
2970,WikiLeaks Exposes Fake Trump Groping Plot,FALSE
2971,Foreign Call Centers Must Transfer Customers to U.S. Reps?,FALSE
2972,Authorities Authorize the Public to Legally Shoot and Kill Suspicious Clowns,FALSE
2973,Does Marijuana Contain More Tar Than Cigarettes?,Mixture
2974,Usain Bolt Donates All His $20 Million Olympic Earnings to His Former School,FALSE
2975,Medal of Honor Recipient Banned from Marine Corps Ball for Criticizing Obama?,Mixture
2976,Amish Dobergoat Fighting Ring Busted!,FALSE
2977,Do 10 Percent of College Grads Think Judge Judy Is on the Supreme Court?,Mixture
2978,Is This What Police Uniforms in Norway Look Like?,FALSE
2979,Did a Convicted Child Predator Win an Appeal on Discrimination Grounds?,FALSE
2980,The Cab Ride,FALSE
2981,Voting Split Across Two Days,FALSE
2982,Gas Station Shuns Serviceman?,Mixture
2983,Rope-a-Dope Deer,FALSE
2984,741741: Crisis Text Line,Mixture
2985,North Carolina Hillary Supporter Votes Multiple Times,FALSE
2986,Einstein Bicycles as A-Bomb Explodes,FALSE
2987,Dick Act of 1902,FALSE
2988,Lady Gaga Arrested for Twitter Attack on Melania Trump,FALSE
2989,Did Trump Admin Remove CDC as Overseer of COVID-19 Hospital Data?,TRUE
2990,Did Trump Pay $35M to Settle Child Rape Claims Against Him?,Mixture
2991,Does This Video Show Lightning Striking a River and Sparking an Explosion?,FALSE
2992,Is This Deep-Sea Strawberry Squid Real?,TRUE
2993,"Clinton, Kerry Nominated for Nobel Peace Prize for Iran Deal",FALSE
2994,"Is This Obama, Fauci, and Gates at a Wuhan Lab in 2015?",FALSE
2995,Pope Francis Endorses Bernie Sanders for President,FALSE
2996,Is Red Dyed-Nectar Harmful to Hummingbirds?,Mixture
2997,California Bill Enables Government to Seize Children?,FALSE
2998,Do Muscular Cows Demonstrate Genetic Engineering Potential?,Mixture
2999,Did a Pennsylvania Voter Receive Two Usable Ballots?,Mixture
3000,Did 1 in 800 North Dakotans Die from COVID-19 by December 2020?,TRUE
3001,Do Falling Coconuts Kill More People Than Sharks Each Year?,Mixture
3002,Is This Nancy Reagan With Mr. T Dressed As Santa Claus?,TRUE
3003,Did Cristina Higgins Pen This Facebook Post About Coronavirus in Italy?,TRUE
3004,Will Prisoners Receive COVID-19 Stimulus Checks?,Mixture
3005,Muslim Woman Sworn in as New York City Civil Judge,TRUE
3006,Did Fauci Blame Mask Use for 1918 'Spanish Flu' Deaths?,FALSE
3007,Kenneth Chamberlain Shooting,TRUE
3008,Obama Purging Military for Not Shooting Citizens,FALSE
3009,Do Salvation Army Bellringers Keep Money They Collect?,FALSE
3010,Does Your Food Contain Beaver Secretions?,Mixture
3011,Boston Police Officer Kills Black Man Over Marijuana Cigarette,FALSE
3012,"Has the NFL Fined Cam Newton $253,552 for Giving Away Footballs?",FALSE
3013,Is Playing Christmas Music Before Thanksgiving Now a Federal Crime?,FALSE
3014,Did Second COVID-19 Stimulus Include Foreign Aid?,Mixture
3015,Is Facebook Banning Users Who Post Photos of Confederate Flags?,FALSE
3016,Is Greta Thunberg Going on Hunger Strike Until Trump is Removed From Office?,FALSE
3017,Alton Sterling Killed by Trump Supporter Robert Kinnison,FALSE
3018,Shirt Commemorates 9/11 Attack?,Mixture
3019,Is Kroger Requiring Employees to Repay Coronavirus Emergency Pay?,Mixture
3020,Is the Human Body Like a Battery With a Finite Amount of Energy?,FALSE
3021,Did Ted Cruz Fail to Identify the Clitoris on a Female Anatomy Chart?,FALSE
3022,Do the Oldest and Weakest Wolves Really Lead the Pack?,FALSE
3023,Did a Belgian Town Remove Nativity Scene to Appease Four Muslim Residents?,Mixture
3024,Kroger Free Coupon/Gift Card Scam,FALSE
3025,Obama Signs Executive Order Allowing Military to Fight US Citizens,FALSE
3026,Can a Cattle Vaccine Be Used To Fight COVID-19?,FALSE
3027,Giant Human Footprints Found in China?,Mixture
3028,Was a Vermont Power Grid Infiltrated by Russian Hackers?,Mixture
3029,University Forced Students to Wear Hijabs for Event?,Mixture
3030,Cookie Dough Explodes During Shoplifting Incident,FALSE
3031,Will Lemons and Hot Water Cure or Prevent COVID-19?,FALSE
3032,Did Philadelphia Eagles Fans Boo Santa Claus?,TRUE
3033,Did Dolphins and Swans 'Return' to Italian Waterways Amid COVID-19 Lockdown?,Mixture
3034,Cook County Voting Machines Rigged to Change Votes?,FALSE
3035,Is This a Picture of the Bitterroot Forest Fire?,TRUE
3036,FALSE: Trump Supporters Misspelled His Name with Shirts,FALSE
3037,KFC Extra Crispy Sunscreen,TRUE
3038,Fireman Suspended and Jailed by Atheist Mayor for Praying at Scene of Fire,FALSE
3039,CIA Agents Arrested in Turkey for Erdogan Assassination Attempt,Mixture
3040,Trump Taps Outspoken Climate Denier To Oversee EPA Transition Team,TRUE
3041,Is California Governor Jerry Brown Allowing HIV-Positive People to Donate Blood?,FALSE
3042,Was This Letter Written by F. Scott Fitzgerald in Quarantine?,FALSE
3043,"Organ Donors are Still Alive, Not Anesthetized?",Mixture
3044,Morgan Freeman Death Hoax,FALSE
3045,Donna Brazile Leaves CNN After Leaks Reveal Campaign Collusion,TRUE
3046,Are Walmart Holiday Rawhide Bones Toxic to Dogs?,FALSE
3047,Are Cats with Purple Paws Used as Dogfighting Bait?,Mixture
3048,CNN Staged Muslim Protests After London Attack?,FALSE
3049,Did Donald Trump Threaten to Arrest Alec Baldwin?,FALSE
3050,Were Three Liberal Celebrities Arrested for a Conspiracy to Assassinate President Trump?,FALSE
3051,Man Mowed Lawn During Tornado?,TRUE
3052,Did Paul McCartney Die in 1966?,FALSE
3053,"Khizr Khan Received $375,000 from the Clinton Foundation",FALSE
3054,Is Facebook Removing Military Amputee Photos?,FALSE
3055,Joan Miro Painting Sold for $37 Million,TRUE
3056,Did a European Scientific Journal Conclude 9/11 Was a Controlled Demolition?,FALSE
3057,Hillary Clinton Buys Weather Channel Ads During Hurricane Matthew?,TRUE
3058,Hurricane Irma Rumor FAQ,Mixture
3059,Hillary Clinton Is Actually Dead and Has Been Cloned,FALSE
3060,Has SpongeBob SquarePants Been Cancelled?,FALSE
3061,Hillary Clinton and the Victims of War,TRUE
3062,Did CDC Issue Strict Rules for Reopening Schools in Pandemic?,Mixture
3063,Did KFC Create a Chicken-Scented Candle?,TRUE
3064,Did Democrats Fail To Wear Masks at John Lewis' Funeral?,FALSE
3065,Open Letter to Donald Trump from Wharton School,Mixture
3066,Did a Grandmother with AK-47 Save Cops Being Attacked by a Street Gang?,FALSE
3067,Do Taller People Have a Heightened Risk of Catching COVID-19?,Mixture
3068,Did Christian Crowdfunding Campaign Raise Money for Kyle Rittenhouse?,TRUE
3069,Was a Man Charged with Driving Under the Influence of Caffeine?,FALSE
3070,Sarah Palin in a Coma After Hit and Run?,FALSE
3071,FALSE: Paul LePage Quote on Homeless People,FALSE
3072,Did 23 People In Norway Die After Receiving COVID Vaccine?,Mixture
3073,Did an Orangutan Start Hand-Washing During COVID-19 Pandemic?,FALSE
3074,Is This 'Good News' List About the COVID-19 Pandemic Accurate?,Mixture
3075,Was the Passage of Obamacare Just as Secretive as GOP Efforts to Repeal It?,FALSE
3076,Was the Body of an Elderly Homeless Man Identified as Elvis Presley?,FALSE
3077,Dwayne Johnson Arrested,FALSE
3078,Is Khizr Khan a Muslim Brotherhood Agent?,Mixture
3079,Grape Juice Prevents Stomach Flu?,Mixture
3080,Supreme Court Rules on Travel Ban?,FALSE
3081,Did a Hunter Claim He Was Sexually Assaulted by a Sasquatch?,FALSE
3082,Is This Muhammad Ali with a Young Michael Jackson?,FALSE
3083,Did 'Live and Let Die' Play as Trump Toured Factory Without COVID-19 Mask?,TRUE
3084,Does Judi Dench Have a Harvey Weinstein Tattoo?,FALSE
3085,Did a 12-Year-Old Girl Livestream Her Suicide?,TRUE
3086,Missouri Propane Tank Bomb Terror Warning,FALSE
3087,Are Vigilante Protesters Digging Up Confederate Graves After Charlottesville Clashes?,Mixture
3088,Is This Photo of an Officer Aiming a Rubber Bullet Gun Near a Child Real?,TRUE
3089,SCAM: Luxury RV Giveaway,FALSE
3090,Did Pelosi Call For Votes To Be Removed From U.S. Troops Overseas?,FALSE
3091,Young Woman Struggles to Open Can of Spaghetti-Os,FALSE
3092,Is This a Whale in a Venice Canal?,FALSE
3093,Are US Millionaires Receiving $1.7M in COVID-19 Stimulus Checks?,Mixture
3094,Mennonite Biker Gangs Clash with Hells Angels at Sturgis?,FALSE
3095,Did Melinda Gates Wear an Upside-Down Cross?,Mixture
3096,Did an NFL Player Burn an American Flag in a Locker Room?,FALSE
3097,Abandoned Polish Wedding Chairs,FALSE
3098,Hillary Clinton Wore Secret Earpiece During First Presidential Debate?,FALSE
3099,Is This a 1992 Clinton-Gore Confederate Flag Campaign Button?,Mixture
3100,Fan Belt,FALSE
3101,Did a Bill Pass That Lets US Kids Get Vaccinated Without Parental Consent?,Mixture
3102,Is Tear Gas Banned for Use in Warfare?,TRUE
3103,Was Trump Impeached With More Votes Than Any Other US President?,Mixture
3104,New NYC Laws Prohibit Discrimination Against Transgender Community,Mixture
3105,New York Police Officer Caught on Camera Raping Girl?,Mixture
3106,Is This Farmer Being Executed for Not Working with Castro?,FALSE
3107,Did a Hungry Homeless Man Who Stole $100 Receive a Far Heavier Sentence Than a White-Collar Thief?,TRUE
3108,Did Abraham Lincoln Express Opposition to Racial Equality?,TRUE
3109,First Full Supreme Court Ruling in Over a Year Has Obama Furious?,FALSE
3110,Philando Castile: Crips Gang Member?,Mixture
3111,Does Hobby Lobby Refuse to Sell Jewish Holiday Items?,Mixture
3112,Forever 21 Swastika Rings,FALSE
3113,Will Soaking Strawberries in Saltwater Expose Fruit-Infesting Insects?,Mixture
3114,Is This a C. S. Lewis Quote from 1942?,FALSE
3115,Should You Save Baby Teeth for Stem Cells?,Mixture
3116,"Steven Furtick Signs Six Year, $110 Million Contract with Lakewood Church?",FALSE
3117,Is This a Photograph of a World Trade Center Tourist on 9/11?,FALSE
3118,Did the FDA Announce a Baby Ibuprofen Recall in December 2019?,Mixture
3119,Does a Coin in a Cup of Ice Accurately Tell You If Your Freezer Lost Power?,Mixture
3120,Does This Video Show the Drone Strike That Killed Soleimani?,FALSE
3121,Can You Identify Chinese-Grown Garlic from Its Lack of Roots?,Mixture
3122,Does a Viral Photo Show a Real Baby Platypus?,FALSE
3123,Did Pat Robertson Blame Oral Sex for COVID-19?,FALSE
3124,PS 169 Pledge of Allegiance and Holiday Ban Controversy,Mixture
3125,Did NBA Refs Earn a $10 Million Bonus After Series Went to Game 5?,FALSE
3126,Did a TV Station Report Biden-Sanders Primary Results Before the Election?,Mixture
3127,Chaffetz to Resign Due to Sex and Russian Money Laundering Scandals?,Mixture
3128,"Did Cities Close Schools, Businesses During the 1918 Pandemic?",TRUE
3129,Did Melinda Gates Wear an Upside-Down Cross?,Mixture
3130,Is This 'Shaun of the Dead' Meme Mocking Real Ohio Protesters?,TRUE
3131,Monica Lewinsky Says She Is Voting for Hillary Clinton,FALSE
3132,Did BBB Warn Against Sharing High School Senior Photos?,TRUE
3133,"White Supremacist Web Site Calls for Online Attacks Against Jews in Whitefish, Montana",TRUE
3134,Hillary Clinton Has a Seizure on Camera?,Mixture
3135,Sweden Bans Christmas Lights to Avoid Angering Muslim Refugees,FALSE
3136,The Unsolvable Math Problem,TRUE
3137,Will US COVID-19 Deaths Be Double the Number of US Vietnam War Deaths by Fall 2020?,Mixture
3138,Fear the Grim Arabic Tote Bag,TRUE
3139,Pokemon Go Caused a Fatal Crash in Knoxville?,Mixture
3140,Hillary Clinton Meets Osama bin Laden,FALSE
3141,Is Facebook Charging a User Fee?,FALSE
3142,"Did the Red Cross Steal Donations in Texas, Empowered by an Obama-Era Executive Order?",Mixture
3143,Did Nick Saban Endorse Joe Biden?,FALSE
3144,Waste Management to Offer Dead Body Pickup Service in Response to Proposed Health Care Changes?,FALSE
3145,Gun Ownership and Homicides in Honduras vs. Switzerland,FALSE
3146,Are These Giant Human Skulls Real?,FALSE
3147,Trump Threatens to Skip Remaining Debates If Hillary Is There?,FALSE
3148,"The Disappearance of Ashley, Kansas",FALSE
3149,Is This an Instruction Manual for George Floyd Protesters?,FALSE
3150,Why My Mom Only Had One Eye,FALSE
3151,Diabetes Vaccine Announced?,FALSE
3152,Idaho Mother Sentenced to Prison After Multiple Citations for Breastfeeding in Public,FALSE
3153,Does Burning Sage Eliminate Airborne Bacteria?,FALSE
3154,Did a Twitter User Predict Trump's COVID-19 Announcement?,TRUE
3155,Did a Harvard Study Prove That Apple Slows Down iPhones to Boost Sales of New Ones?,Mixture
3156,Was a Musician Deported for Attacking a Los Angeles Street Vendor?,FALSE
3157,Is This an Image of Trump and Manson Being Shared by Trump Supporters?,Mixture
3158,Were Homeowners Encouraged to Burn Batteries to Prevent Chimney Soot?,TRUE
3159,Tens of Thousands of Fraudulent Clinton Votes Found in Ohio Warehouse,FALSE
3160,Sarah Silverman: Killing Jesus,Mixture
3161,Billy Ocean Death Hoax,FALSE
3162,Is the CDC Setting Up 'Green Zones' or COVID-19 Containment Camps?,Mixture
3163,Did Kamala Harris Have an Extramarital Affair with Willie Brown That Boosted Her Career?,Mixture
3164,Did Pelosi Pass a Bill Allowing Her Husband To Make Millions Selling USPS Property?,FALSE
3165,Man Hit by Inflatable Raft in Department Store,FALSE
3166,Did Dolly Parton Help Fund a COVID-19 Vaccine?,TRUE
3167,Are Black Police Officers More Likely to Kill Black People?,Mixture
3168,"Is Moderna Tied to Fauci, Gates, Soros, and Epstein?",FALSE
3169,Japan to Dump Deadly Fukushima Waste into Pacific Ocean?,Mixture
3170,Did a Meth-Addicted Teen Write This Poem?,FALSE
3171,Jaden Smith Commits Suicide,FALSE
3172,Did Melinda Gates Say This About Black People and COVID-19 Vaccination?,TRUE
3173,Did Pope Francis Perform the Tablecloth Trick?,FALSE
3174,Clinton Received Debate Questions Week Before Debate,FALSE
3175,Is it Impossible to Cancel Recurring Donations to the Trump Campaign?,Mixture
3176,Obama Declares His Family Will Move to Canada If Trump Is Elected,FALSE
3177,FALSE: Oprah Winfrey Pregnant with First Child at 61,FALSE
3178,Have 3D Printed Rhino Horns Been Developed to Stop Poaching?,Mixture
3179,Is Snapchat Building a Facial Recognition Database for the Feds?,FALSE
3180,Did Fauci Say in 2005 Virology Journal That Hydroxychloroquine Can Treat SARS?,FALSE
3181,Did a Muslim Mayor Outlaw Christmas in 2017?,FALSE
3182,Cell Phone Use at Night Causes Eye Cancer,FALSE
3183,Warning: Kay Jewelers Free Ring Gift,Mixture
3184,FALSE: Ammon Bundy Compared Himself To Rosa Parks,FALSE
3185,Permanent Closure at Walt Disney World Due to Hurricane Irma?,FALSE
3186,Donald Trump Drops White House Bid?,FALSE
3187,ABC News Poll Shows Trump with Wide Lead on Clinton,FALSE
3188,Is This a Burned Tree with Spaghetti-Patterned Wood Inside?,Mixture
3189,Did Melinda Gates Say This About Black People and COVID-19 Vaccination?,TRUE
3190,Democratic Party Holding Emergency Meeting to Discuss Replacing Hillary Clinton?,Mixture
3191,Pentagon Spends $10 Million on Powerball Tickets?,FALSE
3192,"Usain Bolt, Shakira Donated Millions to Haiti After Hurricane Matthew",FALSE
3193,Did Bloomberg Buy Greenland to Enrage Trump?,FALSE
3194,"Did Bill Mitchell Tweet 'Let Me Know' When COVID-19 Kills 55,000?",TRUE
3195,Did Trump Tell People To Vote Twice?,Mixture
3196,Bear Rides in Motorcycle Sidecar?,TRUE
3197,Is This What Weather Reports in Sweden Look Like?,Mixture
3198,Farting Burns 67 Calories?,FALSE
3199,Trump: You People Really Believed Me?,FALSE
3200,Jimmy Carter on Helping the Poor,FALSE
3201,Does Using Hand Sanitizer Pose a Danger to Pets?,FALSE
3202,Is This Man Surfing with a Whale?,FALSE
3203,Did One Group of Undercover Cops Try to Arrest Other Undercover Cops?,Mixture
3204,Are These Claims About the Effectiveness of Face Masks True?,Mixture
3205,Did Toronto Ban Catholic Churches from Administering Holy Communion?,FALSE
3206,Did Bill O'Reilly Write an Essay Calling COVID-19 a Chinese Bioweapon?,FALSE
3207,Are Mutated Daisies Growing Near Fukushima?,Mixture
3208,Did Zoo Animals Escape During George Floyd Protests?,FALSE
3209,Is This a Video of an Amazing Chinese Fireworks Demonstration?,FALSE
3210,Hillary Clinton Has Run No Positive Political Ads?,FALSE
3211,Did Several Musicians Die with White BIC Lighters in Their Pockets?,FALSE
3212,Did the IRS Send Thousands of Tax Refunds to the Same Addresses?,TRUE
3213,Did a Slaughterhouse Employee Murder 71 Coworkers?,FALSE
3214,Are Oreo Cookies Now Produced in Mexico?,Mixture
3215,Michelle Wants YOU to Monitor Your Own Family Members,FALSE
3216,Did North Korea Display Fake Missiles During a Military Parade?,Mixture
3217,Did Kurt Cobain Predict a Donald Trump Presidency in 1993?,FALSE
3218,Accused Cascade Mall Shooter Arcan Cetin Voted as a Non-Citizen?,Mixture
3219,Massachusetts Just Banned the Sale of All Semi-Automatic Rifles,Mixture
3220,Delta Ejects Passenger for Speaking Arabic,FALSE
3221,Did the Kennedy Center Donate Stimulus Money to the DNC?,Mixture
3222,Trump Wants to Shut Down the Internet?,Mixture
3223,Was Anibe Alexandra Odoma Kidnapped In Houston?,FALSE
3224,Did Frito-Lay Issue a Product Recall Due to Salmonella Fears?,Mixture
3225,Did Woodstock Occur During a Pandemic as Lethal as COVID-19?,Mixture
3226,Malawian Minister Sent Pornographic Video to Beyoncé?,Mixture
3227,Is This an X-Ray of a 900-Lb. Man?,FALSE
3228,"Do Grocery Store Receipts Contain Chemicals Linked to Cancer, Infertility?",TRUE
3229,Is This the Exact Moment a Bullfighter Became an Anti-Bullfighting Activist?,FALSE
3230,Gary Sinise Tweets Hillary Clinton About Guns,FALSE
3231,United Airlines to Begin Charging for Use of Overhead Storage?,Mixture
3232,Are Thieves Stealing License Plates in a Carjacking Scheme?,FALSE
3233,Is This a Real Lineup of Speakers at the Republican National Convention?,Mixture
3234,Did Confederate Flags Fly at a Gun-Rights Rally in Virginia?,TRUE
3235,Did Trump Suggest Injecting Disinfectants as COVID-19 Treatment?,TRUE
3236,"Does Pepto-Bismol Contain Xylitol, Which is Harmful to Dogs?",FALSE
3237,Willie Nelson Death Hoax,FALSE
3238,Did WHO Define Being Single as a Disability?,FALSE
3239,ATF Reclassifies Wetted Nitrocellulose as High Explosive,Mixture
3240,Bull Shark Spotted in Kentucky Lake?,FALSE
3241,"Did Cities Close Schools, Businesses During the 1918 Pandemic?",TRUE
3242,Did Carter Sell His Peanut Farm When He Became President?,Mixture
3243,Oklahoma University Forced to Remove a Cross from Their Chapel?,Mixture
3244,Did Ruth Bader Ginsburg Say that Pedophilia Was Good for Children?,FALSE
3245,Did President Trump Say 'People Are Dying Today That Have Never Died Before'?,FALSE
3246,"Fake News: Deadly Crash Kills Two Moms, Five Kids",FALSE
3247,Greece Seizes Weapons Headed for Refugee Camps?,FALSE
3248,FALSE: The Lottery Has Been Cancelled,FALSE
3249,Bandits Posing as Gas Company Workers,FALSE
3250,Did Furries Win the Right to Use Dog Parks Like Real Dogs in Portland?,FALSE
3251,Do Sneakers Hanging from Power Lines Carry a Secret Message?,FALSE
3252,Scientists Find an Australian Berry That Can Cure Cancer in 48 Hours?,Mixture
3253,Did 180-Day Countdown to UFO Disclosures Begin With COVID-19 Relief Bill?,TRUE
3254,Are These Red Cross Nurses on the Beaches of Normandy on D-Day?,FALSE
3255,Was Barack Obama Arrested in a Japanese Drug Bust?,FALSE
3256,Did Dr. Rob Oswald Claim COVID-19 Was a Hoax?,FALSE
3257,Did Ariana Grande Offer to Pay for the Funerals of the Manchester Bombing Victims?,Mixture
3258,Do Louisiana Priests Not Have to Report Sexual Abuse?,Mixture
3259,Did Costco Post This Sarcastic Reply to a Customer on Facebook?,FALSE
3260,Was a Woman Charged While Off-Duty Cop Who Killed Her Child Was Not?,Mixture
3261,Does Dolph Lundgren Have Multiple Scientific Degrees?,Mixture
3262,Did President Obama Refuse to Turn the White House Blue to Honor Fallen Police?,Mixture
3263,Did Rush Limbaugh Refer to 12-Year-Old Chelsea Clinton as a Dog?,TRUE
3264,Definitely Not Friends of Dorothy,FALSE
3265,Three Countries Issue Travel Warnings About the United States,Mixture
3266,Is This a Giant Seahorse Fossil?,FALSE
3267,WikiLeaks Exposes Fake Trump Groping Plot,FALSE
3268,"No, A Nurse in Alabama Did Not Die from COVID-19 Vaccine",FALSE
3269,United Airlines Flight Attendant Slaps Crying Baby During Flight?,FALSE
3270,Was a Planned Parenthood Employee Charged with Using Aborted Babies as Halloween Props?,FALSE
3271,Did Uninsured Teen Die of COVID-19 After Being Denied Treatment?,Mixture
